"id","description","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper","fold_enrichment_final","term_name_final","padj_final","neglog10_padj","dataset"
"GO:0035646","endosome to melanosome transport",0.000840242378087129,15,2.92559681220612,0.000291357610313748,0.00136211988744517,52368,1,8,1.349366359447,0.540628852210477,0.99014824570132,2.92559681220612,"endosome to melanosome transport",0.00136211988744517,2.86578466616443,"human_specific"
"GO:0043485","endosome to pigment granule transport",0.000840242378087129,15,2.92559681220612,0.000291357610313748,0.00136211988744517,52368,1,8,1.349366359447,0.540628852210477,0.99014824570132,2.92559681220612,"endosome to pigment granule transport",0.00136211988744517,2.86578466616443,"human_specific"
"GO:0048757","pigment granule maturation",0.000840242378087129,15,2.92559681220612,0.000291357610313748,0.00136211988744517,52368,1,8,1.349366359447,0.540628852210477,0.99014824570132,2.92559681220612,"pigment granule maturation",0.00136211988744517,2.86578466616443,"human_specific"
"GO:0098712","L-glutamate import across plasma membrane",0.0019613883410288,26,2.17238880086992,0.000291371726291066,0.00136211988744517,396857,2,13,1.66075859624247,0.342367109111035,0.99014824570132,2.17238880086992,"L-glutamate import across plasma membrane",0.00136211988744517,2.86578466616443,"human_specific"
"GO:0042867","pyruvate catabolic process",0.000267179573771685,8,4.90698274694273,0.000293914749120348,0.00137265975570533,60055,1,6,1.79915514592934,0.44199032929871,0.99014824570132,4.90698274694273,"pyruvate catabolic process",0.00137265975570533,2.86243709898446,"human_specific"
"GO:0048670","regulation of collateral sprouting",0.00455184924992114,48,1.72814891730768,0.000298513137603902,0.00139276864887938,320108,2,19,1.13630851321853,0.536522928085365,0.99014824570132,1.72814891730768,"regulation of collateral sprouting",0.00139276864887938,2.85612101771778,"human_specific"
"GO:0048681","negative regulation of axon regeneration",0.00185977328423674,25,2.20296603144028,0.000307857352094964,0.00143495899962775,156844,2,11,1.96271470465019,0.27128223259496,0.99014824570132,2.20296603144028,"negative regulation of axon regeneration",0.00143495899962775,2.84316050763369,"human_specific"
"GO:0006413","translational initiation",0.0100278890964079,90,1.47082425773502,0.000310448111416814,0.00144561894543309,181215,8,107,0.807097635557087,0.785813952463354,0.99950884189564,1.47082425773502,"translational initiation",0.00144561894543309,2.83994616880135,"human_specific"
"GO:0001523","retinoid metabolic process",0.00582374316606261,58,1.63212559869236,0.000318140105347742,0.00147812842192832,202583,8,70,1.23370638578012,0.320875745545452,0.99014824570132,1.63212559869236,"retinoid metabolic process",0.00147812842192832,2.83028783217128,"human_specific"
"GO:0060021","roof of mouth development",0.0145647411916046,123,1.38398102663706,0.000318252074977297,0.00147812842192832,368931,7,69,1.09513791491351,0.459483869155118,0.99014824570132,1.38398102663706,"roof of mouth development",0.00147812842192832,2.83028783217128,"human_specific"
"GO:1902108","regulation of mitochondrial membrane permeability involved in apoptotic process",0.00230641837420359,29,2.06057157882785,0.000318361343239447,0.00147812842192832,153045,2,24,0.89957757296467,0.66558049592999,0.99950884189564,2.06057157882785,"regulation of mitochondrial membrane permeability involved in apoptotic process",0.00147812842192832,2.83028783217128,"human_specific"
"GO:0002250","adaptive immune response",0.0290236223133415,224,1.26480682703945,0.000319822056881804,0.00148346312738841,236343,25,338,0.798441632808878,0.905409068467353,0.99950884189564,1.26480682703945,"adaptive immune response",0.00148346312738841,2.82872324393478,"human_specific"
"GO:0032740","positive regulation of interleukin-17 production",0.00186491089395103,25,2.19689711966541,0.00032030926535599,0.00148427633284241,469542,2,24,0.89957757296467,0.66558049592999,0.99950884189564,2.19689711966541,"positive regulation of interleukin-17 production",0.00148427633284241,2.82848523742855,"human_specific"
"GO:0071692","protein localization to extracellular region",0.0331542582718736,252,1.24562989057366,0.000333479844258981,0.00154380406500826,316020,27,270,1.0794930875576,0.366841871322142,0.99014824570132,1.24562989057366,"protein localization to extracellular region",0.00154380406500826,2.8114078198587,"human_specific"
"GO:0030952","establishment or maintenance of cytoskeleton polarity",0.000420803471539808,10,3.89447107587949,0.000339812389696683,0.0015712833655753,79669,1,7,1.54213298222515,0.493704230021401,0.99014824570132,3.89447107587949,"establishment or maintenance of cytoskeleton polarity",0.0015712833655753,2.80374548713804,"human_specific"
"GO:0002043","blood vessel endothelial cell proliferation involved in sprouting angiogenesis",0.00312446608017033,36,1.88822821671588,0.000340076038357336,0.0015712833655753,239650,5,19,2.84077128304633,0.0261728933770608,0.670424102084136,1.88822821671588,"blood vessel endothelial cell proliferation involved in sprouting angiogenesis",0.0015712833655753,2.80374548713804,"human_specific"
"GO:0060368","regulation of Fc receptor mediated stimulatory signaling pathway",0.00124240309965036,19,2.50621815343591,0.000341317391506242,0.00157548929794201,198910,2,10,2.15898617511521,0.235494527899162,0.99014824570132,2.50621815343591,"regulation of Fc receptor mediated stimulatory signaling pathway",0.00157548929794201,2.802584542576,"human_specific"
