"id","description","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper","fold_enrichment_final","term_name_final","padj_final","neglog10_padj","dataset"
"GO:0010766","negative regulation of sodium ion transport",0.00148789779918004,90,9.91281964729114,8.3730015345026e-57,3.6224649366089e-54,407565,3,10,3.23847926267281,0.0580231739536048,0.839307856672357,9.91281964729114,"negative regulation of sodium ion transport",3.6224649366089e-54,53.4409958095589,"human_specific"
"GO:0050913","sensory perception of bitter taste",0.00124462558421733,82,10.796995617353,1.18166880815645e-54,4.6863015483471e-52,377016,5,17,3.17497966928707,0.0162597270362631,0.658672887152463,10.796995617353,"sensory perception of bitter taste",4.6863015483471e-52,51.3291697693947,"human_specific"
"GO:0006971","hypotonic response",0.000680370303848452,66,15.8974102767173,1.4341737658536e-54,5.25017919361329e-52,491038,1,7,1.54213298222515,0.493704230021401,0.99014824570132,15.8974102767173,"hypotonic response",5.25017919361329e-52,51.279825873457,"human_specific"
"GO:0035865","cellular response to potassium ion",0.000682055068745118,66,15.8581416017826,1.67163906038218e-54,5.68237877739913e-52,491038,1,8,1.349366359447,0.540628852210477,0.99014824570132,15.8581416017826,"cellular response to potassium ion",5.68237877739913e-52,51.24546982034,"human_specific"
"GO:0010807","regulation of synaptic vesicle priming",0.000238248093822049,46,31.6414366316876,1.11559271411015e-51,3.53940381763346e-49,235130,3,7,4.62639894667544,0.0208757764181185,0.658672887152463,31.6414366316876,"regulation of synaptic vesicle priming",3.53940381763346e-49,48.4510698850129,"human_specific"
"GO:0017185","peptidyl-lysine hydroxylation",0.000115099480886151,38,54.1050781160114,1.27284361386336e-51,3.78591422398484e-49,334271,1,8,1.349366359447,0.540628852210477,0.99014824570132,54.1050781160114,"peptidyl-lysine hydroxylation",3.78591422398484e-49,48.4218292299053,"human_specific"
"GO:0006682","galactosylceramide biosynthetic process",0.00116312367499276,77,10.8490728673783,1.44265367634497e-51,3.81421602540317e-49,378118,1,5,2.15898617511521,0.384998754835808,0.99014824570132,10.8490728673783,"galactosylceramide biosynthetic process",3.81421602540317e-49,48.4185947134967,"human_specific"
"GO:0019375","galactolipid biosynthetic process",0.00116312367499276,77,10.8490728673783,1.44265367634497e-51,3.81421602540317e-49,378118,1,5,2.15898617511521,0.384998754835808,0.99014824570132,10.8490728673783,"galactolipid biosynthetic process",3.81421602540317e-49,48.4185947134967,"human_specific"
"GO:0043392","negative regulation of DNA binding",0.00182025088846917,91,8.19290534409203,1.05893448934788e-50,2.65235222884557e-48,313589,3,14,2.31319947333772,0.133791361427345,0.934967825305045,8.19290534409203,"negative regulation of DNA binding",2.65235222884557e-48,47.5763688027083,"human_specific"
"GO:0099633","protein localization to postsynaptic specialization membrane",0.00344339148965219,120,5.71113782490179,3.00691975704223e-50,6.81425291607808e-48,398581,5,30,1.79915514592934,0.139397354244762,0.93904795560145,5.71113782490179,"protein localization to postsynaptic specialization membrane",6.81425291607808e-48,47.1665817513055,"human_specific"
"GO:0099645","neurotransmitter receptor localization to postsynaptic specialization membrane",0.00344339148965219,120,5.71113782490179,3.00691975704223e-50,6.81425291607808e-48,398581,5,30,1.79915514592934,0.139397354244762,0.93904795560145,5.71113782490179,"neurotransmitter receptor localization to postsynaptic specialization membrane",6.81425291607808e-48,47.1665817513055,"human_specific"
"GO:0030002","intracellular monoatomic anion homeostasis",0.00082506958628452,66,13.1093498538483,2.04293724485895e-49,4.22710362968857e-47,491038,1,7,1.54213298222515,0.493704230021401,0.99014824570132,13.1093498538483,"intracellular monoatomic anion homeostasis",4.22710362968857e-47,46.3739571050808,"human_specific"
"GO:0030644","intracellular chloride ion homeostasis",0.00082506958628452,66,13.1093498538483,2.04293724485895e-49,4.22710362968857e-47,491038,1,7,1.54213298222515,0.493704230021401,0.99014824570132,13.1093498538483,"intracellular chloride ion homeostasis",4.22710362968857e-47,46.3739571050808,"human_specific"
"GO:0010820","positive regulation of T cell chemotaxis",0.00156331455917079,83,8.7008066246814,2.64549714831786e-48,5.24580038701863e-46,408608,2,11,1.96271470465019,0.27128223259496,0.99014824570132,8.7008066246814,"positive regulation of T cell chemotaxis",5.24580038701863e-46,45.2801882391871,"human_specific"
"GO:0062009","secondary palate development",0.00361494883381168,120,5.44010006408904,3.70863620431152e-48,7.05975987852741e-46,376314,5,21,2.57022163704191,0.0392724737617936,0.788146364621569,5.44010006408904,"secondary palate development",7.05975987852741e-46,45.1512100702235,"human_specific"
"GO:0010819","regulation of T cell chemotaxis",0.00157588296834913,83,8.63141359230724,4.77179934203395e-48,8.73422810336137e-46,408608,2,12,1.79915514592934,0.307004701941839,0.99014824570132,8.63141359230724,"regulation of T cell chemotaxis",8.73422810336137e-46,45.0587754702189,"human_specific"
"GO:0051013","microtubule severing",0.000883035676673323,66,12.2487982604751,1.27883320130164e-47,2.25406192777574e-45,418560,3,10,3.23847926267281,0.0580231739536048,0.839307856672357,12.2487982604751,"microtubule severing",2.25406192777574e-45,44.6470341563814,"human_specific"
"GO:1902306","negative regulation of sodium ion transmembrane transport",0.00145033308130764,79,8.9266217949085,7.76481465703924e-47,1.31974117688749e-44,446578,2,7,3.0842659644503,0.131706924962567,0.934967825305045,8.9266217949085,"negative regulation of sodium ion transmembrane transport",1.31974117688749e-44,43.8795112327874,"human_specific"
"GO:0046476","glycosylceramide biosynthetic process",0.00136467938176433,77,9.2467239355921,9.61067560810891e-47,1.57714500755139e-44,378118,1,7,1.54213298222515,0.493704230021401,0.99014824570132,9.2467239355921,"glycosylceramide biosynthetic process",1.57714500755139e-44,43.802128374468,"human_specific"
"GO:0036438","maintenance of lens transparency",0.000968162464981907,66,11.1718087114395,3.35046497844838e-45,5.31495427747861e-43,491038,1,5,2.15898617511521,0.384998754835808,0.99014824570132,11.1718087114395,"maintenance of lens transparency",5.31495427747861e-43,42.2745004671941,"human_specific"
"GO:1903286","regulation of potassium ion import",0.000973598657729207,66,11.1094297167591,4.69426368492053e-45,6.98125027391775e-43,491038,1,5,2.15898617511521,0.384998754835808,0.99014824570132,11.1094297167591,"regulation of potassium ion import",6.98125027391775e-43,42.1560667925002,"human_specific"
"GO:1903288","positive regulation of potassium ion import across plasma membrane",0.000973598657729207,66,11.1094297167591,4.69426368492053e-45,6.98125027391775e-43,491038,1,5,2.15898617511521,0.384998754835808,0.99014824570132,11.1094297167591,"positive regulation of potassium ion import across plasma membrane",6.98125027391775e-43,42.1560667925002,"human_specific"
"GO:0035332","positive regulation of hippo signaling",0.0020719730483012,89,7.03936851590686,1.64357379103193e-44,2.37023262773362e-42,397407,3,14,2.31319947333772,0.133791361427345,0.934967825305045,7.03936851590686,"positive regulation of hippo signaling",2.37023262773362e-42,41.6252090278367,"human_specific"
"GO:2000406","positive regulation of T cell migration",0.00338352401530356,111,5.37627545911721,3.40780915895326e-44,4.7699305257231e-42,350013,3,26,1.24556894718185,0.437723799107608,0.99014824570132,5.37627545911721,"positive regulation of T cell migration",4.7699305257231e-42,41.3214879464347,"human_specific"
"GO:0002857","positive regulation of natural killer cell mediated immune response to tumor cell",0.000120183949125486,34,46.361795111452,4.00931336312571e-44,5.35676624674347e-42,213079,2,5,4.31797235023041,0.0709617240083788,0.865914986040704,46.361795111452,"positive regulation of natural killer cell mediated immune response to tumor cell",5.35676624674347e-42,41.2710973045258,"human_specific"
"GO:0140131","positive regulation of lymphocyte chemotaxis",0.00178373323779397,83,7.62563447531904,4.05218711667924e-44,5.35676624674347e-42,408608,2,14,1.54213298222515,0.377129733724983,0.99014824570132,7.62563447531904,"positive regulation of lymphocyte chemotaxis",5.35676624674347e-42,41.2710973045258,"human_specific"
"GO:0034454","microtubule anchoring at centrosome",0.000520849053414775,52,16.361354746726,5.88853612716896e-44,7.57393065653975e-42,219944,1,9,1.19943676395289,0.58320742659803,0.99014824570132,16.361354746726,"microtubule anchoring at centrosome",7.57393065653975e-42,41.1206786753995,"human_specific"
"GO:0015721","bile acid and bile salt transport",0.00137652948032781,74,8.80996127763197,1.34053104710015e-43,1.67883875082884e-41,196308,7,22,3.43475073313783,0.00282336509288477,0.479871231322808,8.80996127763197,"bile acid and bile salt transport",1.67883875082884e-41,40.7749910149925,"human_specific"
"GO:1905383","protein localization to presynapse",0.000320654308823828,44,22.4876147775208,3.23375916152179e-43,3.94601534607235e-41,331634,4,8,5.39746543778802,0.0037819441872217,0.499952010749668,22.4876147775208,"protein localization to presynapse",3.94601534607235e-41,40.4038412301072,"human_specific"
"GO:0010765","positive regulation of sodium ion transport",0.00292605517780223,102,5.71275312985663,5.92709944024118e-43,7.05176655902694e-41,378153,4,28,1.54213298222515,0.257944618900942,0.99014824570132,5.71275312985663,"positive regulation of sodium ion transport",7.05176655902694e-41,40.1517020729757,"human_specific"
"GO:0010224","response to UV-B",0.00107137852129487,66,10.0955223997783,1.45328175258686e-42,1.65677743613926e-40,167220,5,19,2.84077128304633,0.0261728933770608,0.670424102084136,10.0955223997783,"response to UV-B",1.65677743613926e-40,39.7807358287856,"human_specific"
"GO:0032091","negative regulation of protein binding",0.00111370840820539,67,9.85895991655549,1.46216962214433e-42,1.65677743613926e-40,230828,4,20,2.15898617511521,0.107593680749686,0.934967825305045,9.85895991655549,"negative regulation of protein binding",1.65677743613926e-40,39.7807358287856,"human_specific"
"GO:0006681","galactosylceramide metabolic process",0.00161683928323751,77,7.80461832823711,1.00347161593451e-41,1.07137255279183e-39,378118,1,6,1.79915514592934,0.44199032929871,0.99014824570132,7.80461832823711,"galactosylceramide metabolic process",1.07137255279183e-39,38.9700594838953,"human_specific"
"GO:0019374","galactolipid metabolic process",0.00161683928323751,77,7.80461832823711,1.00347161593451e-41,1.07137255279183e-39,378118,1,6,1.79915514592934,0.44199032929871,0.99014824570132,7.80461832823711,"galactolipid metabolic process",1.07137255279183e-39,38.9700594838953,"human_specific"
"GO:2000403","positive regulation of lymphocyte migration",0.00360394269392673,111,5.04746014953701,1.01306503205783e-41,1.07137255279183e-39,350013,3,29,1.11671698712856,0.511416392132716,0.99014824570132,5.04746014953701,"positive regulation of lymphocyte migration",1.07137255279183e-39,38.9700594838953,"human_specific"
"GO:0002858","regulation of natural killer cell mediated cytotoxicity directed against tumor cell target",0.00014335993712661,34,38.8668113053095,1.40454442879533e-41,1.45309281231239e-39,213079,2,6,3.59831029185868,0.100040882521296,0.901694242270543,38.8668113053095,"regulation of natural killer cell mediated cytotoxicity directed against tumor cell target",1.45309281231239e-39,38.8377066454488,"human_specific"
"GO:1901623","regulation of lymphocyte chemotaxis",0.00193582864262991,83,7.026498819862,1.46015809526705e-41,1.47848773944168e-39,408608,2,19,1.13630851321853,0.536522928085365,0.99014824570132,7.026498819862,"regulation of lymphocyte chemotaxis",1.47848773944168e-39,38.8301822725683,"human_specific"
"GO:2001137","positive regulation of endocytic recycling",0.000204060111366698,37,29.7147035204107,6.51795530228468e-41,6.44589397722014e-39,138506,4,8,5.39746543778802,0.0037819441872217,0.499952010749668,29.7147035204107,"positive regulation of endocytic recycling",6.44589397722014e-39,38.1907168420888,"human_specific"
"GO:0002420","natural killer cell mediated cytotoxicity directed against tumor cell target",0.000150238605672899,34,37.0872959056359,6.63687339533067e-41,6.44589397722014e-39,213079,2,7,3.0842659644503,0.131706924962567,0.934967825305045,37.0872959056359,"natural killer cell mediated cytotoxicity directed against tumor cell target",6.44589397722014e-39,38.1907168420888,"human_specific"
"GO:0060022","hard palate development",0.00128100993085366,69,8.82722894849113,8.12935689818782e-41,7.73752189569517e-39,383398,1,7,1.54213298222515,0.493704230021401,0.99014824570132,8.82722894849113,"hard palate development",7.73752189569517e-39,38.1113981090004,"human_specific"
"GO:0055064","chloride ion homeostasis",0.00130829492578266,69,8.6431336865206,2.95930906622897e-40,2.76144153846739e-38,471747,2,14,1.54213298222515,0.377129733724983,0.99014824570132,8.6431336865206,"chloride ion homeostasis",2.76144153846739e-38,37.5588641466426,"human_specific"
"GO:0010818","T cell chemotaxis",0.00291108639522127,98,5.51694656746372,4.18695959933133e-40,3.8318732179265e-38,359154,3,20,1.61923963133641,0.281281701412651,0.99014824570132,5.51694656746372,"T cell chemotaxis",3.8318732179265e-38,37.4165888685042,"human_specific"
"GO:0071493","cellular response to UV-B",0.000512287421377751,48,15.3551951985145,1.84515751557178e-39,1.65681219181247e-37,151975,3,12,2.69873271889401,0.0926698858605659,0.901694242270543,15.3551951985145,"cellular response to UV-B",1.65681219181247e-37,36.780726718305,"human_specific"
"GO:0055081","monoatomic anion homeostasis",0.00135453431391424,69,8.34808526353214,2.46973322018636e-39,2.17656673979016e-37,471747,2,15,1.43932411674347,0.411100294680473,0.99014824570132,8.34808526353214,"monoatomic anion homeostasis",2.17656673979016e-37,36.6622280115857,"human_specific"
"GO:0071677","positive regulation of mononuclear cell migration",0.00715851740797178,154,3.52553826011985,7.11105550982518e-39,6.15300239477419e-37,299360,8,71,1.21633023950153,0.335136860237742,0.99014824570132,3.52553826011985,"positive regulation of mononuclear cell migration",6.15300239477419e-37,36.2109129158827,"human_specific"
"GO:1902305","regulation of sodium ion transmembrane transport",0.00488902155042631,125,4.19001770507271,7.93588885687957e-39,6.74408840533748e-37,341490,6,31,2.08934145978891,0.0617695436673345,0.865914986040704,4.19001770507271,"regulation of sodium ion transmembrane transport",6.74408840533748e-37,36.1710767453675,"human_specific"
"GO:1904063","negative regulation of cation transmembrane transport",0.00588255771864477,138,3.84450726563927,8.36890980926947e-39,6.98730557584445e-37,325748,9,49,1.98274240571805,0.0340324659798506,0.756824792514527,3.84450726563927,"negative regulation of cation transmembrane transport",6.98730557584445e-37,36.1556902633292,"human_specific"
"GO:0042723","thiamine-containing compound metabolic process",0.000233906255177635,37,25.9231447444557,8.53331170733e-39,7.00172938192819e-37,265749,1,6,1.79915514592934,0.44199032929871,0.99014824570132,25.9231447444557,"thiamine-containing compound metabolic process",7.00172938192819e-37,36.1547946788047,"human_specific"
"GO:0060457","negative regulation of digestive system process",0.00125161278747095,66,8.64175084231049,1.42555784504761e-38,1.14986945501383e-36,491038,1,13,0.830379298121234,0.717568319586871,0.99950884189564,8.64175084231049,"negative regulation of digestive system process",1.14986945501383e-36,35.9393514624162,"human_specific"
"GO:0034766","negative regulation of monoatomic ion transmembrane transport",0.00640452814725139,144,3.6847086180931,1.85046024047573e-38,1.46772338073733e-36,323634,10,53,2.03677941048604,0.022065417469104,0.670424102084136,3.6847086180931,"negative regulation of monoatomic ion transmembrane transport",1.46772338073733e-36,35.8333557874304,"human_specific"
"GO:2000404","regulation of T cell migration",0.00407713915625731,112,4.50184237530744,1.17495339126929e-37,9.16656260500089e-36,347267,4,34,1.26999186771483,0.38776180769264,0.99014824570132,4.50184237530744,"regulation of T cell migration",9.16656260500089e-36,35.0377934911073,"human_specific"
"GO:0035864","response to potassium ion",0.00130228588594941,66,8.30549265493142,1.44815746038664e-37,1.11157763773871e-35,491038,1,13,0.830379298121234,0.717568319586871,0.99950884189564,8.30549265493142,"response to potassium ion",1.11157763773871e-35,34.9540601987644,"human_specific"
"GO:0002855","regulation of natural killer cell mediated immune response to tumor cell",0.000191054861250176,34,29.1641028581043,1.84649134082242e-37,1.39483369697999e-35,213079,2,7,3.0842659644503,0.131706924962567,0.934967825305045,29.1641028581043,"regulation of natural killer cell mediated immune response to tumor cell",1.39483369697999e-35,34.8554775693003,"human_specific"
"GO:0098696","regulation of neurotransmitter receptor localization to postsynaptic specialization membrane",0.00161596965452448,72,7.30175223059536,2.620809685985e-37,1.94881770243791e-35,494387,2,15,1.43932411674347,0.411100294680473,0.99014824570132,7.30175223059536,"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane",1.94881770243791e-35,34.7102287840369,"human_specific"
"GO:0099640","axo-dendritic protein transport",0.000307431989292659,39,20.7894666850282,3.19350369240461e-37,2.30270970790205e-35,359354,3,7,4.62639894667544,0.0208757764181185,0.658672887152463,20.7894666850282,"axo-dendritic protein transport",2.30270970790205e-35,34.6377608081073,"human_specific"
"GO:0099641","anterograde axonal protein transport",0.000307431989292659,39,20.7894666850282,3.19350369240461e-37,2.30270970790205e-35,359354,3,7,4.62639894667544,0.0208757764181185,0.658672887152463,20.7894666850282,"anterograde axonal protein transport",2.30270970790205e-35,34.6377608081073,"human_specific"
"GO:0098719","sodium ion import across plasma membrane",0.00297497730971607,95,5.23320495934463,3.83774795580628e-37,2.72594664502718e-35,428450,4,21,2.05617730963353,0.123669258864484,0.934967825305045,5.23320495934463,"sodium ion import across plasma membrane",2.72594664502718e-35,34.5644826488671,"human_specific"
"GO:0051098","regulation of binding",0.00801930797315866,161,3.29015819816745,3.97921379990729e-37,2.78486448143512e-35,273894,9,77,1.26174516727512,0.282201690971333,0.99014824570132,3.29015819816745,"regulation of binding",2.78486448143512e-35,34.5551959338464,"human_specific"
"GO:0002423","natural killer cell mediated immune response to tumor cell",0.000197933529796466,34,28.1505797970186,5.90248589898896e-37,4.07100440482441e-35,213079,2,8,2.69873271889401,0.16523187469787,0.96365011236172,28.1505797970186,"natural killer cell mediated immune response to tumor cell",4.07100440482441e-35,34.390298427714,"human_specific"
"GO:0034763","negative regulation of transmembrane transport",0.00942433029109198,176,3.06048296308042,1.27142528327663e-36,8.64387560444783e-35,297951,14,80,1.88911290322581,0.0144903208611332,0.641165903914808,3.06048296308042,"negative regulation of transmembrane transport",8.64387560444783e-35,34.063291491753,"human_specific"
"GO:0002021","response to dietary excess",0.0031196153443505,96,5.04310466817297,2.88303899060692e-36,1.93244824736596e-34,370509,4,28,1.54213298222515,0.257944618900942,0.99014824570132,5.04310466817297,"response to dietary excess",1.93244824736596e-34,33.7138921280354,"human_specific"
"GO:0010510","regulation of pyruvate decarboxylation to acetyl-CoA",0.000573686991470424,47,13.4261239537658,4.06140742805776e-36,2.68447749307318e-34,234360,2,8,2.69873271889401,0.16523187469787,0.96365011236172,13.4261239537658,"regulation of pyruvate decarboxylation to acetyl-CoA",2.68447749307318e-34,33.5711402328537,"human_specific"
"GO:0038146","chemokine (C-X-C motif) ligand 12 signaling pathway",0.00138580627051931,66,7.80493355418321,5.33384751145974e-36,3.47723017904615e-34,491038,1,7,1.54213298222515,0.493704230021401,0.99014824570132,7.80493355418321,"chemokine (C-X-C motif) ligand 12 signaling pathway",3.47723017904615e-34,33.458766559768,"human_specific"
"GO:0045332","phospholipid translocation",0.00571418345876478,130,3.72835252574203,2.35700692743543e-35,1.5158102659007e-33,217800,9,38,2.55669415474169,0.00673852339007457,0.593459655344574,3.72835252574203,"phospholipid translocation",1.5158102659007e-33,32.8193551559791,"human_specific"
"GO:0034204","lipid translocation",0.00575888534693452,130,3.69941213404769,4.97635704694525e-35,3.15766442485499e-33,217800,9,39,2.4911378943637,0.00805636898158732,0.62852885218646,3.69941213404769,"lipid translocation",3.15766442485499e-33,32.5006340257456,"human_specific"
"GO:0097035","regulation of membrane lipid distribution",0.00576766810154954,130,3.69377882983859,5.75805148529953e-35,3.60560092349216e-33,217800,9,41,2.36961897268742,0.0112690312838327,0.630640245446622,3.69377882983859,"regulation of membrane lipid distribution",3.60560092349216e-33,32.4430223437025,"human_specific"
"GO:0072393","microtubule anchoring at microtubule organizing center",0.000807317181189182,52,10.5556977244841,8.50034470480469e-35,5.2536546039176e-33,219944,1,11,0.981357352325094,0.656898189172643,0.99950884189564,10.5556977244841,"microtubule anchoring at microtubule organizing center",5.2536546039176e-33,32.2795384828525,"human_specific"
"GO:0050909","sensory perception of taste",0.00262100554785289,86,5.37722622105934,1.32773823137201e-34,8.10090543987103e-33,364858,7,31,2.4375650364204,0.0208992658037449,0.658672887152463,5.37722622105934,"sensory perception of taste",8.10090543987103e-33,32.0914664372246,"human_specific"
"GO:0060253","negative regulation of glial cell proliferation",0.00164854177586001,69,6.85925471256986,3.31261210258931e-34,1.99553430331931e-32,383398,1,9,1.19943676395289,0.58320742659803,0.99014824570132,6.85925471256986,"negative regulation of glial cell proliferation",1.99553430331931e-32,31.6999408022752,"human_specific"
"GO:0015840","urea transport",0.000887709424360465,53,9.78436928674853,7.43774676177244e-34,4.35120003501425e-32,248257,3,10,3.23847926267281,0.0580231739536048,0.839307856672357,9.78436928674853,"urea transport",4.35120003501425e-32,31.3613909506981,"human_specific"
"GO:0071918","urea transmembrane transport",0.000887709424360465,53,9.78436928674853,7.43774676177244e-34,4.35120003501425e-32,248257,3,10,3.23847926267281,0.0580231739536048,0.839307856672357,9.78436928674853,"urea transmembrane transport",4.35120003501425e-32,31.3613909506981,"human_specific"
"GO:0031503","protein-containing complex localization",0.00752259370605161,149,3.24598462809767,7.49733983759546e-34,4.35120003501425e-32,364491,9,71,1.36837151943922,0.208569467343662,0.99014824570132,3.24598462809767,"protein-containing complex localization",4.35120003501425e-32,31.3613909506981,"human_specific"
"GO:1903238","positive regulation of leukocyte tethering or rolling",0.000478814146725396,42,14.3750748196285,1.31098143367011e-33,7.51682005160968e-32,234153,2,8,2.69873271889401,0.16523187469787,0.96365011236172,14.3750748196285,"positive regulation of leukocyte tethering or rolling",7.51682005160968e-32,31.123965846392,"human_specific"
"GO:0071474","cellular hyperosmotic response",0.0015370586173797,66,7.03689874808578,2.02288288408553e-33,1.14605948159084e-31,491038,1,17,0.634995933857414,0.808637745413,0.99950884189564,7.03689874808578,"cellular hyperosmotic response",1.14605948159084e-31,30.9407928414818,"human_specific"
"GO:0006814","sodium ion transport",0.0227377063885411,299,2.15502509022123,3.83960393977454e-33,2.14972648816318e-31,248433,33,194,1.83625112831963,0.00044148156160669,0.192947431900705,2.15502509022123,"sodium ion transport",2.14972648816318e-31,30.667616792288,"human_specific"
"GO:0061303","cornea development in camera-type eye",0.00172038904999913,69,6.57279697574325,4.10288223495039e-33,2.27042052978243e-31,383398,1,8,1.349366359447,0.540628852210477,0.99014824570132,6.57279697574325,"cornea development in camera-type eye",2.27042052978243e-31,30.6438936948557,"human_specific"
"GO:0060563","neuroepithelial cell differentiation",0.00556942292852707,124,3.6487094664381,6.16315371542205e-33,3.37131592318317e-31,429699,4,34,1.26999186771483,0.38776180769264,0.99014824570132,3.6487094664381,"neuroepithelial cell differentiation",3.37131592318317e-31,30.472200548201,"human_specific"
"GO:0050812","regulation of acyl-CoA biosynthetic process",0.000716988382904287,47,10.7427021717493,6.18684656325972e-32,3.34581849938102e-30,234360,2,9,2.39887352790579,0.200000257110051,0.989455130949648,10.7427021717493,"regulation of acyl-CoA biosynthetic process",3.34581849938102e-30,29.4754976219078,"human_specific"
"GO:0031958","nuclear receptor-mediated corticosteroid signaling pathway",0.0011282029706751,56,8.1344573187399,1.1208757327368e-31,5.99353664280274e-30,281481,3,12,2.69873271889401,0.0926698858605659,0.901694242270543,8.1344573187399,"nuclear receptor-mediated corticosteroid signaling pathway",5.99353664280274e-30,29.2223168351729,"human_specific"
"GO:0021534","cell proliferation in hindbrain",0.000769869554702272,48,10.2176703896819,1.24365643439252e-31,6.43321844703698e-30,268604,3,7,4.62639894667544,0.0208757764181185,0.658672887152463,10.2176703896819,"cell proliferation in hindbrain",6.43321844703698e-30,29.1915717014005,"human_specific"
"GO:0021924","cell proliferation in external granule layer",0.000769869554702272,48,10.2176703896819,1.24365643439252e-31,6.43321844703698e-30,268604,3,7,4.62639894667544,0.0208757764181185,0.658672887152463,10.2176703896819,"cell proliferation in external granule layer",6.43321844703698e-30,29.1915717014005,"human_specific"
"GO:0021930","cerebellar granule cell precursor proliferation",0.000769869554702272,48,10.2176703896819,1.24365643439252e-31,6.43321844703698e-30,268604,3,7,4.62639894667544,0.0208757764181185,0.658672887152463,10.2176703896819,"cerebellar granule cell precursor proliferation",6.43321844703698e-30,29.1915717014005,"human_specific"
"GO:0035725","sodium ion transmembrane transport",0.0162023849119355,234,2.36681715712241,1.32197563050693e-31,6.76481938234674e-30,268491,28,140,2.15898617511521,7.25522984370505e-05,0.0863190970654809,2.36681715712241,"sodium ion transmembrane transport",6.76481938234674e-30,29.1697437943801,"human_specific"
"GO:0006688","glycosphingolipid biosynthetic process",0.00441147289136721,107,3.97491603852043,1.35641218944731e-31,6.86719745699972e-30,294139,7,28,2.69873271889401,0.0120012993514631,0.630640245446622,3.97491603852043,"glycosphingolipid biosynthetic process",6.86719745699972e-30,29.1632204648743,"human_specific"
"GO:0017015","regulation of transforming growth factor beta receptor signaling pathway",0.0137591186830447,210,2.50124638882431,1.62142919838442e-31,8.12250690011733e-30,293363,18,106,1.83310146943744,0.00833004946415016,0.629249292061756,2.50124638882431,"regulation of transforming growth factor beta receptor signaling pathway",8.12250690011733e-30,29.0903099110471,"human_specific"
